,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,MAGNITUDE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,END_RANGE,Year,Month
16419,199508,13,1445,199508,13,1445,10329115,MICHIGAN,1995,Thunderstorm Wind,C,17,BAY,13-AUG-95 14:45:00,EST,13-AUG-95 14:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,8
16420,199507,31,2020,199507,31,2020,10329117,MICHIGAN,1995,Thunderstorm Wind,C,19,BENZIE,31-JUL-95 20:20:00,EST,31-JUL-95 20:20:00,0,0,0,0,1K,0,50.0,0.0,0,5,0,1995,7
16805,199507,13,1520,199507,13,1600,10331184,MICHIGAN,1995,Thunderstorm Wind,C,143,ROSCOMMON,13-JUL-95 15:20:00,EDT,13-JUL-95 16:00:00,0,0,2,0,50M,0,0.0,0.0,0,0,0,1995,7
16851,199505,13,2125,199505,13,2125,10329002,MICHIGAN,1995,Thunderstorm Wind,C,105,MASON,13-MAY-95 21:25:00,EST,13-MAY-95 21:25:00,0,0,0,0,0,0,0.0,0.0,0,2,0,1995,5
16902,199507,13,1820,199507,13,1820,10331628,MICHIGAN,1995,Thunderstorm Wind,C,115,MONROE,13-JUL-95 18:20:00,EST,13-JUL-95 18:20:00,0,0,0,0,200K,0,0.0,0.0,0,0,0,1995,7
16903,199508,1,1430,199508,1,1430,10331629,MICHIGAN,1995,Thunderstorm Wind,C,115,MONROE,01-AUG-95 14:30:00,EST,01-AUG-95 14:30:00,0,0,0,0,5K,0,0.0,0.0,0,0,0,1995,8
16904,199508,3,1640,199508,3,1640,10331630,MICHIGAN,1995,Thunderstorm Wind,C,115,MONROE,03-AUG-95 16:40:00,EST,03-AUG-95 16:40:00,2,0,0,0,5K,0,0.0,0.0,0,0,0,1995,8
16905,199508,13,1825,199508,13,1825,10331631,MICHIGAN,1995,Thunderstorm Wind,C,115,MONROE,13-AUG-95 18:25:00,EST,13-AUG-95 18:25:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,8
17032,199507,13,1615,199507,13,1615,10329014,MICHIGAN,1995,Tornado,C,11,ARENAC,13-JUL-95 16:15:00,EDT,13-JUL-95 16:15:00,0,0,0,0,0,0,0.0,0.1,10,0,0,1995,7
17033,199507,13,1630,199507,13,1630,10329015,MICHIGAN,1995,Thunderstorm Wind,C,11,ARENAC,13-JUL-95 16:30:00,EDT,13-JUL-95 16:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
17034,199507,4,1620,199507,4,1620,10329018,MICHIGAN,1995,Thunderstorm Wind,C,49,GENESEE,04-JUL-95 16:20:00,EST,04-JUL-95 16:20:00,0,0,0,0,5K,0,0.0,0.0,0,0,0,1995,7
17068,199507,13,1057,199507,13,1057,10329497,MICHIGAN,1995,Thunderstorm Wind,C,3,ALGER,13-JUL-95 10:57:00,EST,13-JUL-95 10:57:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
17069,199510,19,1214,199510,19,1214,10329498,MICHIGAN,1995,Hail,C,3,ALGER,19-OCT-95 12:14:00,EDT,19-OCT-95 12:14:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,0
17553,199507,13,1620,199507,13,1620,10329063,MICHIGAN,1995,Thunderstorm Wind,C,57,GRATIOT,13-JUL-95 16:20:00,EST,13-JUL-95 16:20:00,0,0,0,0,10K,0,52.0,0.0,0,0,0,1995,7
17555,199504,18,2152,199504,18,2152,10329093,MICHIGAN,1995,Thunderstorm Wind,C,87,LAPEER,18-APR-95 21:52:00,EST,18-APR-95 21:52:00,0,0,0,0,0,0,60.0,0.0,0,2,0,1995,4
17556,199504,18,2217,199504,18,2217,10329094,MICHIGAN,1995,Hail,C,87,LAPEER,18-APR-95 22:17:00,EST,18-APR-95 22:17:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,4
17557,199507,13,1620,199507,13,1620,10329095,MICHIGAN,1995,Thunderstorm Wind,C,87,LAPEER,13-JUL-95 16:20:00,EST,13-JUL-95 16:20:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
17558,199507,13,1314,199507,13,1314,10329096,MICHIGAN,1995,Thunderstorm Wind,C,89,LEELANAU,13-JUL-95 13:14:00,EST,13-JUL-95 13:14:00,0,0,0,0,10K,0,52.0,0.0,0,0,0,1995,7
17559,199507,13,1342,199507,13,1342,10329097,MICHIGAN,1995,Thunderstorm Wind,C,89,LEELANAU,13-JUL-95 13:42:00,EST,13-JUL-95 13:42:00,0,0,0,0,10K,0,52.0,0.0,0,0,2,1995,7
17560,199507,31,2036,199507,31,2036,10329098,MICHIGAN,1995,Thunderstorm Wind,C,89,LEELANAU,31-JUL-95 20:36:00,EST,31-JUL-95 20:36:00,0,0,0,0,2K,0,50.0,0.0,0,0,0,1995,7
17561,199507,31,2036,199507,31,2036,10329099,MICHIGAN,1995,Thunderstorm Wind,C,89,LEELANAU,31-JUL-95 20:36:00,EST,31-JUL-95 20:36:00,0,0,0,0,2K,0,50.0,0.0,0,1,0,1995,7
17684,199507,15,1600,199507,15,1600,10331594,MICHIGAN,1995,Thunderstorm Wind,C,115,MONROE,15-JUL-95 16:00:00,EST,15-JUL-95 16:00:00,0,0,0,0,0,0,0.0,0.0,0,2,0,1995,7
17685,199507,24,2200,199507,24,2200,10331595,MICHIGAN,1995,Thunderstorm Wind,C,115,MONROE,24-JUL-95 22:00:00,EST,24-JUL-95 22:00:00,0,0,0,0,20K,0,0.0,0.0,0,0,0,1995,7
17741,199507,13,934,199507,13,934,10329051,MICHIGAN,1995,Thunderstorm Wind,C,13,BARAGA,13-JUL-95 09:34:00,EST,13-JUL-95 09:34:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
17827,199504,18,1958,199504,18,1958,10329058,MICHIGAN,1995,Thunderstorm Wind,C,15,BARRY,18-APR-95 19:58:00,EST,18-APR-95 19:58:00,0,0,0,0,0,0,60.0,0.0,0,0,0,1995,4
18516,199507,13,1510,199507,13,1510,10329512,MICHIGAN,1995,Thunderstorm Wind,C,39,CRAWFORD,13-JUL-95 15:10:00,EDT,13-JUL-95 15:10:00,0,0,0,0,50K,0,0.0,0.0,0,0,0,1995,7
18517,199507,13,1515,199507,13,1515,10329513,MICHIGAN,1995,Thunderstorm Wind,C,39,CRAWFORD,13-JUL-95 15:15:00,EDT,13-JUL-95 15:15:00,0,0,0,0,50K,0,0.0,0.0,0,10,0,1995,7
18572,199504,18,2045,199504,18,2045,10329137,MICHIGAN,1995,Thunderstorm Wind,C,65,INGHAM,18-APR-95 20:45:00,EST,18-APR-95 20:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,4
18639,199504,18,2045,199504,18,2045,10329138,MICHIGAN,1995,Thunderstorm Wind,C,65,INGHAM,18-APR-95 20:45:00,EST,18-APR-95 20:45:00,0,0,0,0,20K,0,0.0,0.0,0,0,0,1995,4
18640,199507,4,1513,199507,4,1513,10329139,MICHIGAN,1995,Thunderstorm Wind,C,65,INGHAM,04-JUL-95 15:13:00,EST,04-JUL-95 15:13:00,0,0,0,0,0,0,52.0,0.0,0,5,0,1995,7
18902,199504,18,1935,199504,18,1935,10328999,MICHIGAN,1995,Hail,C,113,MISSAUKEE,18-APR-95 19:35:00,EST,18-APR-95 19:35:00,0,0,0,0,0,0,1.5,0.0,0,0,0,1995,4
18903,199507,13,1410,199507,13,1410,10329000,MICHIGAN,1995,Thunderstorm Wind,C,113,MISSAUKEE,13-JUL-95 14:10:00,EST,13-JUL-95 14:10:00,0,0,0,0,0,0,50.0,0.0,0,6,0,1995,7
18904,199507,13,1438,199507,13,1438,10329001,MICHIGAN,1995,Thunderstorm Wind,C,113,MISSAUKEE,13-JUL-95 14:38:00,EST,13-JUL-95 14:38:00,0,0,0,0,0,0,50.0,0.0,0,2,0,1995,7
19076,199504,18,1825,199504,18,1825,10331686,MICHIGAN,1995,Thunderstorm Wind,C,121,MUSKEGON,18-APR-95 18:25:00,EST,18-APR-95 18:25:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,4
19077,199506,27,1745,199506,27,1755,10331687,MICHIGAN,1995,Tornado,C,143,ROSCOMMON,27-JUN-95 17:45:00,EDT,27-JUN-95 17:55:00,0,0,0,0,500K,0,0.0,3.0,50,3,6,1995,6
19078,199506,28,1813,199506,28,1813,10331688,MICHIGAN,1995,Tornado,C,143,ROSCOMMON,28-JUN-95 18:13:00,EDT,28-JUN-95 18:13:00,0,0,0,0,0,0,0.0,0.1,10,8,0,1995,6
19180,199507,12,600,199507,12,600,10329040,MICHIGAN,1995,Thunderstorm Wind,C,85,LAKE,12-JUL-95 06:00:00,CST,12-JUL-95 06:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
19219,199504,18,2025,199504,18,2025,10328498,MICHIGAN,1995,Thunderstorm Wind,C,45,EATON,18-APR-95 20:25:00,EST,18-APR-95 20:25:00,0,0,0,0,1,0,0.0,0.0,0,0,0,1995,4
19228,199504,18,2025,199504,18,2025,10328499,MICHIGAN,1995,Thunderstorm Wind,C,45,EATON,18-APR-95 20:25:00,EST,18-APR-95 20:25:00,0,0,0,0,0,0,0.0,0.0,0,4,0,1995,4
19229,199504,18,2035,199504,18,2035,10328500,MICHIGAN,1995,Thunderstorm Wind,C,45,EATON,18-APR-95 20:35:00,EST,18-APR-95 20:35:00,0,0,0,0,0,0,0.0,0.0,0,3,0,1995,4
19230,199507,4,1505,199507,4,1505,10328501,MICHIGAN,1995,Thunderstorm Wind,C,45,EATON,04-JUL-95 15:05:00,EST,04-JUL-95 15:05:00,0,0,0,0,0,0,52.0,0.0,0,29,0,1995,7
19231,199507,4,1513,199507,4,1513,10328502,MICHIGAN,1995,Thunderstorm Wind,C,45,EATON,04-JUL-95 15:13:00,EST,04-JUL-95 15:13:00,0,0,0,0,0,0,52.0,0.0,0,3,0,1995,7
19497,199507,14,2214,199507,14,2214,10328505,MICHIGAN,1995,Thunderstorm Wind,C,47,EMMET,14-JUL-95 22:14:00,EDT,14-JUL-95 22:14:00,0,0,0,0,0,0,50.0,0.0,0,0,0,1995,7
19628,199507,4,1620,199507,4,1620,10331455,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,04-JUL-95 16:20:00,EST,04-JUL-95 16:20:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
19629,199507,13,1705,199507,13,1705,10331456,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,13-JUL-95 17:05:00,EST,13-JUL-95 17:05:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
19630,199507,13,1705,199507,13,1705,10331457,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,13-JUL-95 17:05:00,EST,13-JUL-95 17:05:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
19631,199507,13,1710,199507,13,1710,10331458,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,13-JUL-95 17:10:00,EST,13-JUL-95 17:10:00,0,0,0,0,0,0,52.0,0.0,0,0,0,1995,7
19632,199507,15,1358,199507,15,1358,10331459,MICHIGAN,1995,Hail,C,125,OAKLAND,15-JUL-95 13:58:00,EST,15-JUL-95 13:58:00,0,0,0,0,0,0,1.75,0.0,0,0,0,1995,7
19633,199507,15,1420,199507,15,1420,10331460,MICHIGAN,1995,Hail,C,125,OAKLAND,15-JUL-95 14:20:00,EST,15-JUL-95 14:20:00,0,0,0,0,0,0,1.75,0.0,0,0,0,1995,7
19634,199507,15,1503,199507,15,1503,10331461,MICHIGAN,1995,Hail,C,125,OAKLAND,15-JUL-95 15:03:00,EST,15-JUL-95 15:03:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,7
19635,199507,15,1512,199507,15,1512,10331462,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,15-JUL-95 15:12:00,EST,15-JUL-95 15:12:00,0,0,0,0,0,0,52.0,0.0,0,0,0,1995,7
19636,199507,15,1524,199507,15,1524,10331463,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,15-JUL-95 15:24:00,EST,15-JUL-95 15:24:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
19637,199507,15,1525,199507,15,1525,10331464,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,15-JUL-95 15:25:00,EST,15-JUL-95 15:25:00,0,0,0,0,0,0,50.0,0.0,0,0,0,1995,7
19638,199507,15,1540,199507,15,1540,10331465,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,15-JUL-95 15:40:00,EST,15-JUL-95 15:40:00,0,0,0,0,0,0,0.0,0.0,0,4,0,1995,7
19639,199507,16,1605,199507,16,1605,10331466,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,16-JUL-95 16:05:00,EST,16-JUL-95 16:05:00,0,0,0,0,0,0,52.0,0.0,0,0,0,1995,7
19640,199507,16,1712,199507,16,1712,10331467,MICHIGAN,1995,Hail,C,125,OAKLAND,16-JUL-95 17:12:00,EST,16-JUL-95 17:12:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,7
19641,199507,16,1721,199507,16,1721,10331468,MICHIGAN,1995,Hail,C,125,OAKLAND,16-JUL-95 17:21:00,EST,16-JUL-95 17:21:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,7
19642,199507,15,1400,199507,15,1400,10331472,MICHIGAN,1995,Thunderstorm Wind,C,127,OCEANA,15-JUL-95 14:00:00,EST,15-JUL-95 14:00:00,0,0,0,0,15K,0,60.0,0.0,0,0,0,1995,7
19689,199507,14,2010,199507,14,2010,10329305,MICHIGAN,1995,Thunderstorm Wind,C,33,CHIPPEWA,14-JUL-95 20:10:00,EST,14-JUL-95 20:10:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
19690,199507,14,2021,199507,14,2021,10329306,MICHIGAN,1995,Thunderstorm Wind,C,33,CHIPPEWA,14-JUL-95 20:21:00,EST,14-JUL-95 20:21:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
19953,199507,4,1545,199507,4,1545,10331483,MICHIGAN,1995,Thunderstorm Wind,C,155,SHIAWASSEE,04-JUL-95 15:45:00,EST,04-JUL-95 15:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
19954,199507,13,1630,199507,13,1630,10331484,MICHIGAN,1995,Thunderstorm Wind,C,155,SHIAWASSEE,13-JUL-95 16:30:00,EST,13-JUL-95 16:30:00,0,0,0,0,200K,0,0.0,0.0,0,0,0,1995,7
19955,199504,18,1830,199504,18,1830,10331486,MICHIGAN,1995,Thunderstorm Wind,C,147,ST. CLAIR,18-APR-95 18:30:00,EST,18-APR-95 18:30:00,0,0,0,0,0,0,50.0,0.0,0,2,0,1995,4
19956,199506,27,1730,199506,27,1730,10331487,MICHIGAN,1995,Thunderstorm Wind,C,147,ST. CLAIR,27-JUN-95 17:30:00,EST,27-JUN-95 17:30:00,0,0,0,0,50K,0,0.0,0.0,0,0,0,1995,6
20011,199504,18,2010,199504,18,2010,10328458,MICHIGAN,1995,Thunderstorm Wind,C,45,EATON,18-APR-95 20:10:00,EST,18-APR-95 20:10:00,0,0,0,0,0,0,52.0,0.0,0,0,0,1995,4
20124,199506,28,1445,199506,28,1445,10331432,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,28-JUN-95 14:45:00,EST,28-JUN-95 14:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,6
20173,199507,13,1600,199507,13,1600,10331437,MICHIGAN,1995,Thunderstorm Wind,C,145,SAGINAW,13-JUL-95 16:00:00,EST,13-JUL-95 16:00:00,0,0,0,0,300K,0,0.0,0.0,0,0,0,1995,7
20174,199507,13,1615,199507,13,1615,10331438,MICHIGAN,1995,Thunderstorm Wind,C,145,SAGINAW,13-JUL-95 16:15:00,EST,13-JUL-95 16:15:00,0,0,0,0,5K,0,0.0,0.0,0,0,0,1995,7
20175,199508,13,1521,199508,13,1521,10331439,MICHIGAN,1995,Thunderstorm Wind,C,145,SAGINAW,13-AUG-95 15:21:00,EST,13-AUG-95 15:21:00,0,0,0,0,0,0,60.0,0.0,0,0,0,1995,8
20180,199506,28,1635,199506,28,1635,10331433,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,28-JUN-95 16:35:00,EST,28-JUN-95 16:35:00,0,0,0,0,5K,0,0.0,0.0,0,0,0,1995,6
20181,199506,27,1615,199506,27,1615,10331436,MICHIGAN,1995,Hail,C,145,SAGINAW,27-JUN-95 16:15:00,EST,27-JUN-95 16:15:00,0,0,0,0,0,0,1.5,0.0,0,0,0,1995,6
20251,199508,13,1600,199508,13,1600,10331440,MICHIGAN,1995,Thunderstorm Wind,C,145,SAGINAW,13-AUG-95 16:00:00,EST,13-AUG-95 16:00:00,0,0,0,0,5K,0,0.0,0.0,0,0,0,1995,8
20252,199508,16,1840,199508,16,1840,10331441,MICHIGAN,1995,Thunderstorm Wind,C,145,SAGINAW,16-AUG-95 18:40:00,EST,16-AUG-95 18:40:00,0,0,0,0,0,0,57.0,0.0,0,0,0,1995,8
20263,199504,18,2225,199504,18,2225,10331446,MICHIGAN,1995,Hail,C,151,SANILAC,18-APR-95 22:25:00,EST,18-APR-95 22:25:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,4
20264,199507,13,1615,199507,13,1615,10331447,MICHIGAN,1995,Thunderstorm Wind,C,151,SANILAC,13-JUL-95 16:15:00,EST,13-JUL-95 16:15:00,0,0,0,0,0,0,58.0,0.0,0,0,0,1995,7
20265,199507,13,1620,199507,13,1620,10331448,MICHIGAN,1995,Thunderstorm Wind,C,151,SANILAC,13-JUL-95 16:20:00,EST,13-JUL-95 16:20:00,0,0,0,0,300K,0,58.0,0.0,0,0,0,1995,7
20266,199508,13,1420,199508,13,1420,10331449,MICHIGAN,1995,Thunderstorm Wind,C,151,SANILAC,13-AUG-95 14:20:00,EST,13-AUG-95 14:20:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,8
20267,199507,13,1154,199507,13,1154,10331450,MICHIGAN,1995,Thunderstorm Wind,C,153,SCHOOLCRAFT,13-JUL-95 11:54:00,EST,13-JUL-95 11:54:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
20268,199510,19,1008,199510,19,1008,10331451,MICHIGAN,1995,Hail,C,153,SCHOOLCRAFT,19-OCT-95 10:08:00,EDT,19-OCT-95 10:08:00,0,0,0,0,0,0,0.75,0.0,0,10,0,1995,0
20269,199510,19,1200,199510,19,1200,10331452,MICHIGAN,1995,Hail,C,153,SCHOOLCRAFT,19-OCT-95 12:00:00,EDT,19-OCT-95 12:00:00,0,0,0,0,0,0,1.0,0.0,0,0,0,1995,0
20397,199504,18,1948,199504,18,1948,10331489,MICHIGAN,1995,Hail,C,129,OGEMAW,18-APR-95 19:48:00,EST,18-APR-95 19:48:00,0,0,0,0,0,0,1.0,0.0,0,5,0,1995,4
20398,199506,27,2030,199506,27,2030,10331490,MICHIGAN,1995,Hail,C,129,OGEMAW,27-JUN-95 20:30:00,EDT,27-JUN-95 20:30:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,6
20399,199506,28,1235,199506,28,1235,10331491,MICHIGAN,1995,Thunderstorm Wind,C,129,OGEMAW,28-JUN-95 12:35:00,EDT,28-JUN-95 12:35:00,0,0,0,0,0,0,0.0,0.0,0,5,0,1995,6
20400,199507,13,1550,199507,13,1620,10331492,MICHIGAN,1995,Thunderstorm Wind,C,147,ST. CLAIR,13-JUL-95 15:50:00,EDT,13-JUL-95 16:20:00,0,0,0,0,50K,0,0.0,0.0,0,0,0,1995,7
20401,199507,13,1640,199507,13,1640,10331493,MICHIGAN,1995,Thunderstorm Wind,C,147,ST. CLAIR,13-JUL-95 16:40:00,EST,13-JUL-95 16:40:00,0,0,0,0,5K,0,0.0,0.0,0,0,0,1995,7
20416,199508,13,1545,199508,13,1545,10331494,MICHIGAN,1995,Hail,C,147,ST. CLAIR,13-AUG-95 15:45:00,EST,13-AUG-95 15:45:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,8
20417,199509,16,2055,199509,16,2055,10331573,MICHIGAN,1995,Thunderstorm Wind,C,139,OTTAWA,16-SEP-95 20:55:00,EST,16-SEP-95 20:55:00,0,0,0,0,0,0,61.0,0.0,0,0,0,1995,9
