,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,MAGNITUDE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,END_RANGE,BEGIN_LAT,BEGIN_LON,Year,Month
3763,199105,28,1730,199105,28,1730,10051978,MICHIGAN,1991,Thunderstorm Wind,C,51,28-MAY-91 17:30:00,CST,28-MAY-91 17:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.12,-84.28,1991,5
3764,199105,28,1745,199105,28,1745,10051979,MICHIGAN,1991,Thunderstorm Wind,C,107,28-MAY-91 17:45:00,CST,28-MAY-91 17:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.63,-85.32,1991,5
3765,199105,28,1800,199105,28,1800,10051980,MICHIGAN,1991,Thunderstorm Wind,C,145,28-MAY-91 18:00:00,CST,28-MAY-91 18:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.4,-83.82,1991,5
3766,199105,28,1805,199105,28,1805,10051981,MICHIGAN,1991,Tornado,C,127,28-MAY-91 18:05:00,CST,28-MAY-91 18:05:00,0,0,0,0,250K,0,0.0,3.0,60,0,0,43.68,-86.38,1991,5
3767,199105,28,1810,199105,28,1810,10051982,MICHIGAN,1991,Tornado,C,63,28-MAY-91 18:10:00,EST,28-MAY-91 18:10:00,0,0,0,0,2.5K,0,0.0,0.8,30,0,0,43.88,-83.12,1991,5
3852,199103,27,1750,199103,27,1750,10054195,MICHIGAN,1991,Thunderstorm Wind,C,81,27-MAR-91 17:50:00,CST,27-MAR-91 17:50:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.02,-85.48,1991,3
3853,199103,27,1752,199103,27,1752,10054196,MICHIGAN,1991,Thunderstorm Wind,C,39,27-MAR-91 17:52:00,CST,27-MAR-91 17:52:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.67,-84.65,1991,3
3854,199103,27,1756,199103,27,1756,10054197,MICHIGAN,1991,Thunderstorm Wind,C,21,27-MAR-91 17:56:00,CST,27-MAR-91 17:56:00,0,0,0,0,0,0,63.0,0.0,0,0,0,41.92,-86.25,1991,3
3855,199103,27,1757,199103,27,1757,10054198,MICHIGAN,1991,Thunderstorm Wind,C,101,27-MAR-91 17:57:00,CST,27-MAR-91 17:57:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.37,-86.2,1991,3
3856,199103,27,1800,199103,27,1800,10054199,MICHIGAN,1991,Thunderstorm Wind,C,113,27-MAR-91 18:00:00,CST,27-MAR-91 18:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.35,-85.08,1991,3
3857,199103,27,1800,199103,27,1800,10054200,MICHIGAN,1991,Thunderstorm Wind,C,117,27-MAR-91 18:00:00,CST,27-MAR-91 18:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.15,-85.22,1991,3
3858,199103,27,1800,199103,27,1800,10054201,MICHIGAN,1991,Thunderstorm Wind,C,51,27-MAR-91 18:00:00,CST,27-MAR-91 18:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.0,-84.37,1991,3
3859,199103,27,1805,199103,27,1805,10054202,MICHIGAN,1991,Tornado,C,133,27-MAR-91 18:05:00,EST,27-MAR-91 18:05:00,0,0,0,0,.25K,0,0.0,1.0,10,0,0,44.1,-85.15,1991,3
3968,199105,28,1530,199105,28,1530,10051964,MICHIGAN,1991,Thunderstorm Wind,C,141,28-MAY-91 15:30:00,CST,28-MAY-91 15:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.35,-84.23,1991,5
3969,199105,28,1535,199105,28,1535,10051965,MICHIGAN,1991,Thunderstorm Wind,C,165,28-MAY-91 15:35:00,CST,28-MAY-91 15:35:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.25,-85.4,1991,5
3970,199105,28,1545,199105,28,1545,10051966,MICHIGAN,1991,Thunderstorm Wind,C,39,28-MAY-91 15:45:00,CST,28-MAY-91 15:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.68,-84.57,1991,5
3971,199105,28,1609,199105,28,1609,10051967,MICHIGAN,1991,Thunderstorm Wind,C,119,28-MAY-91 16:09:00,CST,28-MAY-91 16:09:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.03,-84.12,1991,5
3972,199105,28,1615,199105,28,1615,10051968,MICHIGAN,1991,Thunderstorm Wind,C,31,28-MAY-91 16:15:00,CST,28-MAY-91 16:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.35,-84.48,1991,5
3973,199105,28,1627,199105,28,1627,10051969,MICHIGAN,1991,Thunderstorm Wind,C,141,28-MAY-91 16:27:00,CST,28-MAY-91 16:27:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.35,-84.23,1991,5
3974,199105,28,1640,199105,28,1640,10051970,MICHIGAN,1991,Thunderstorm Wind,C,7,28-MAY-91 16:40:00,CST,28-MAY-91 16:40:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.08,-83.73,1991,5
3975,199105,28,1640,199105,28,1640,10051971,MICHIGAN,1991,Thunderstorm Wind,C,129,28-MAY-91 16:40:00,CST,28-MAY-91 16:40:00,0,0,0,0,0,0,52.0,0.0,0,0,0,44.28,-84.08,1991,5
3976,199105,28,1650,199105,28,1650,10051973,MICHIGAN,1991,Thunderstorm Wind,C,7,28-MAY-91 16:50:00,CST,28-MAY-91 16:50:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.07,-83.45,1991,5
3977,199105,28,1710,199105,28,1710,10051974,MICHIGAN,1991,Thunderstorm Wind,C,69,28-MAY-91 17:10:00,CST,28-MAY-91 17:10:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.38,-83.8,1991,5
3978,199105,28,1710,199105,28,1710,10051975,MICHIGAN,1991,Thunderstorm Wind,C,69,28-MAY-91 17:10:00,CST,28-MAY-91 17:10:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.27,-83.52,1991,5
3979,199105,28,1725,199105,28,1725,10051976,MICHIGAN,1991,Thunderstorm Wind,C,135,28-MAY-91 17:25:00,CST,28-MAY-91 17:25:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.8,-84.05,1991,5
3980,199105,28,1725,199105,28,1725,10051977,MICHIGAN,1991,Thunderstorm Wind,C,1,28-MAY-91 17:25:00,CST,28-MAY-91 17:25:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.57,-83.72,1991,5
4106,199108,14,330,199108,14,330,10053599,MICHIGAN,1991,Thunderstorm Wind,C,1,14-AUG-91 03:30:00,CST,14-AUG-91 03:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.68,-83.67,1991,8
4107,199108,15,1445,199108,15,1445,10053600,MICHIGAN,1991,Hail,C,129,15-AUG-91 14:45:00,CST,15-AUG-91 14:45:00,0,0,0,0,0,0,0.75,0.0,0,0,0,44.17,-84.05,1991,8
4108,199108,17,1116,199108,17,1116,10053601,MICHIGAN,1991,Hail,C,81,17-AUG-91 11:16:00,CST,17-AUG-91 11:16:00,0,0,0,0,0,0,0.75,0.0,0,0,0,42.93,-85.33,1991,8
4109,199108,17,1300,199108,17,1300,10053602,MICHIGAN,1991,Hail,C,17,17-AUG-91 13:00:00,CST,17-AUG-91 13:00:00,0,0,0,0,0,0,0.75,0.0,0,0,0,43.6,-83.88,1991,8
4110,199108,17,1330,199108,17,1330,10053603,MICHIGAN,1991,Thunderstorm Wind,C,161,17-AUG-91 13:30:00,CST,17-AUG-91 13:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.32,-84.02,1991,8
4111,199108,17,1345,199108,17,1345,10053604,MICHIGAN,1991,Thunderstorm Wind,C,49,17-AUG-91 13:45:00,CST,17-AUG-91 13:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.18,-83.72,1991,8
4112,199108,17,1425,199108,17,1425,10053605,MICHIGAN,1991,Hail,C,87,17-AUG-91 14:25:00,CST,17-AUG-91 14:25:00,0,0,0,0,0,0,1.75,0.0,0,0,0,43.23,-83.2,1991,8
4113,199108,17,1515,199108,17,1515,10053606,MICHIGAN,1991,Thunderstorm Wind,C,87,17-AUG-91 15:15:00,CST,17-AUG-91 15:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.0,-83.03,1991,8
4114,199108,17,1700,199108,17,1700,10053607,MICHIGAN,1991,Tornado,C,145,17-AUG-91 17:00:00,EST,17-AUG-91 17:00:00,0,0,0,0,0K,0,0.0,5.0,13,0,0,43.18,-84.07,1991,8
4161,199107,7,1905,199107,7,1905,10052507,MICHIGAN,1991,Thunderstorm Wind,C,99,07-JUL-91 19:05:00,CST,07-JUL-91 19:05:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.57,-83.03,1991,7
4317,199107,7,1900,199107,7,1900,10052504,MICHIGAN,1991,Thunderstorm Wind,C,161,07-JUL-91 19:00:00,CST,07-JUL-91 19:00:00,0,0,0,0,0,0,50.0,0.0,0,0,0,42.28,-83.73,1991,7
4318,199107,7,1900,199107,7,1900,10052505,MICHIGAN,1991,Thunderstorm Wind,C,163,07-JUL-91 19:00:00,CST,07-JUL-91 19:00:00,0,0,0,0,0,0,61.0,0.0,0,0,0,42.33,-83.07,1991,7
4319,199107,7,1900,199107,7,1900,10052506,MICHIGAN,1991,Thunderstorm Wind,C,91,07-JUL-91 19:00:00,CST,07-JUL-91 19:00:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.0,-83.93,1991,7
4826,199108,2,2030,199108,2,2030,10053596,MICHIGAN,1991,Thunderstorm Wind,C,21,02-AUG-91 20:30:00,CST,02-AUG-91 20:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,41.95,-86.45,1991,8
4827,199108,2,2100,199108,2,2100,10053597,MICHIGAN,1991,Thunderstorm Wind,C,27,02-AUG-91 21:00:00,CST,02-AUG-91 21:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,41.93,-85.98,1991,8
4828,199108,2,2130,199108,2,2130,10053598,MICHIGAN,1991,Thunderstorm Wind,C,149,02-AUG-91 21:30:00,CST,02-AUG-91 21:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,41.92,-85.53,1991,8
5162,199107,7,1839,199107,7,1839,10052498,MICHIGAN,1991,Thunderstorm Wind,C,161,07-JUL-91 18:39:00,CST,07-JUL-91 18:39:00,0,0,0,0,0,0,72.0,0.0,0,0,0,42.23,-83.62,1991,7
5163,199107,7,1845,199107,7,1845,10052499,MICHIGAN,1991,Thunderstorm Wind,C,87,07-JUL-91 18:45:00,CST,07-JUL-91 18:45:00,1,0,0,0,0,0,0.0,0.0,0,0,0,43.1,-83.23,1991,7
5164,199107,7,1845,199107,7,1845,10052500,MICHIGAN,1991,Thunderstorm Wind,C,125,07-JUL-91 18:45:00,CST,07-JUL-91 18:45:00,0,0,0,0,0,0,74.0,0.0,0,0,0,42.68,-83.13,1991,7
5165,199107,7,1845,199107,7,1845,10052501,MICHIGAN,1991,Thunderstorm Wind,C,125,07-JUL-91 18:45:00,CST,07-JUL-91 18:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.45,-83.12,1991,7
5166,199107,7,1852,199107,7,1852,10052502,MICHIGAN,1991,Thunderstorm Wind,C,115,07-JUL-91 18:52:00,CST,07-JUL-91 18:52:00,0,0,0,0,0,0,52.0,0.0,0,0,0,41.92,-83.4,1991,7
5216,199103,27,1825,199103,27,1825,10055284,MICHIGAN,1991,Thunderstorm Wind,C,15,27-MAR-91 18:25:00,CST,27-MAR-91 18:25:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.62,-85.53,1991,3
5217,199103,27,1830,199103,27,1830,10055285,MICHIGAN,1991,Thunderstorm Wind,C,11,27-MAR-91 18:30:00,CST,27-MAR-91 18:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.12,-83.8,1991,3
5218,199103,27,1830,199103,27,1830,10055286,MICHIGAN,1991,Thunderstorm Wind,C,25,27-MAR-91 18:30:00,CST,27-MAR-91 18:30:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.25,-85.0,1991,3
5219,199103,27,1830,199103,27,1830,10055287,MICHIGAN,1991,Thunderstorm Wind,C,149,27-MAR-91 18:30:00,CST,27-MAR-91 18:30:00,0,0,1,0,0,0,0.0,0.0,0,0,0,41.8,-85.42,1991,3
5220,199103,27,1830,199103,27,1830,10055288,MICHIGAN,1991,Thunderstorm Wind,C,129,27-MAR-91 18:30:00,CST,27-MAR-91 18:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.28,-84.22,1991,3
5221,199103,27,1830,199103,27,1830,10055289,MICHIGAN,1991,Thunderstorm Wind,C,45,27-MAR-91 18:30:00,CST,27-MAR-91 18:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.57,-84.82,1991,3
5222,199103,27,1833,199103,27,1833,10055290,MICHIGAN,1991,Tornado,C,69,27-MAR-91 18:33:00,EST,27-MAR-91 18:33:00,0,0,0,0,2.5M,0,0.0,4.0,100,0,0,44.45,-83.88,1991,3
5223,199103,27,1835,199103,27,1835,10055291,MICHIGAN,1991,Tornado,C,1,27-MAR-91 18:35:00,EST,27-MAR-91 18:35:00,0,0,0,0,2.5M,0,0.0,23.0,100,0,0,44.5,-83.68,1991,3
5224,199103,27,1835,199103,27,1835,10055292,MICHIGAN,1991,Hail,C,149,27-MAR-91 18:35:00,CST,27-MAR-91 18:35:00,0,0,0,0,0,0,0.75,0.0,0,0,0,41.93,-85.63,1991,3
5225,199103,27,1840,199103,27,1840,10055293,MICHIGAN,1991,Tornado,C,1,27-MAR-91 18:40:00,EST,27-MAR-91 18:40:00,0,0,0,0,2.5M,0,0.0,10.0,100,0,0,44.5,-83.8,1991,3
5226,199103,27,1840,199103,27,1840,10055294,MICHIGAN,1991,Thunderstorm Wind,C,15,27-MAR-91 18:40:00,CST,27-MAR-91 18:40:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.65,-85.28,1991,3
5227,199103,27,1845,199103,27,1845,10055295,MICHIGAN,1991,Hail,C,25,27-MAR-91 18:45:00,CST,27-MAR-91 18:45:00,0,0,0,0,0,0,2.75,0.0,0,0,0,42.32,-85.18,1991,3
5228,199103,27,1845,199103,27,1845,10055296,MICHIGAN,1991,Hail,C,25,27-MAR-91 18:45:00,CST,27-MAR-91 18:45:00,0,0,0,0,0,0,2.75,0.0,0,0,0,42.27,-84.95,1991,3
5229,199103,27,1845,199103,27,1845,10055297,MICHIGAN,1991,Thunderstorm Wind,C,139,27-MAR-91 18:45:00,CST,27-MAR-91 18:45:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.83,-86.2,1991,3
5230,199103,27,1855,199103,27,1855,10055300,MICHIGAN,1991,Thunderstorm Wind,C,155,27-MAR-91 18:55:00,CST,27-MAR-91 18:55:00,0,0,0,0,0,0,70.0,0.0,0,0,0,42.92,-83.98,1991,3
5248,199103,27,1715,199103,27,1715,10054179,MICHIGAN,1991,Tornado,C,133,27-MAR-91 17:15:00,EST,27-MAR-91 17:15:00,0,0,0,0,2.5K,0,0.0,4.0,70,0,0,44.03,-85.15,1991,3
5269,199103,27,1900,199103,27,1900,10055301,MICHIGAN,1991,Tornado,C,65,27-MAR-91 19:00:00,EST,27-MAR-91 19:00:00,0,0,0,0,250K,0,0.0,5.0,60,0,0,42.45,-84.43,1991,3
5270,199103,27,1900,199103,27,1900,10055302,MICHIGAN,1991,Tornado,C,25,27-MAR-91 19:00:00,EST,27-MAR-91 19:00:00,18,0,0,0,250K,0,0.0,2.0,400,0,0,42.38,-84.9,1991,3
5271,199103,27,1900,199103,27,1900,10055303,MICHIGAN,1991,Hail,C,25,27-MAR-91 19:00:00,CST,27-MAR-91 19:00:00,0,0,0,0,0,0,0.75,0.0,0,0,0,42.25,-84.75,1991,3
5272,199103,27,1900,199103,27,1900,10055304,MICHIGAN,1991,Thunderstorm Wind,C,145,27-MAR-91 19:00:00,CST,27-MAR-91 19:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.42,-83.97,1991,3
5320,199103,27,2045,199103,27,2045,10055331,MICHIGAN,1991,Tornado,C,115,27-MAR-91 20:45:00,EST,27-MAR-91 20:45:00,0,0,0,0,0K,0,0.0,0.5,10,0,0,41.92,-83.4,1991,3
5321,199103,27,2045,199103,27,2045,10055332,MICHIGAN,1991,Thunderstorm Wind,C,147,27-MAR-91 20:45:00,CST,27-MAR-91 20:45:00,2,0,0,0,0,0,0.0,0.0,0,0,0,42.85,-82.7,1991,3
5322,199103,27,2045,199103,27,2045,10055333,MICHIGAN,1991,Thunderstorm Wind,C,125,27-MAR-91 20:45:00,CST,27-MAR-91 20:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.7,-83.4,1991,3
5323,199103,27,2052,199103,27,2052,10055334,MICHIGAN,1991,Thunderstorm Wind,C,147,27-MAR-91 20:52:00,CST,27-MAR-91 20:52:00,0,0,1,0,0,0,52.0,0.0,0,0,0,42.92,-82.87,1991,3
5324,199103,27,2052,199103,27,2052,10055335,MICHIGAN,1991,Thunderstorm Wind,C,163,27-MAR-91 20:52:00,CST,27-MAR-91 20:52:00,0,0,0,0,0,0,50.0,0.0,0,0,0,42.42,-83.02,1991,3
5325,199103,27,2053,199103,27,2053,10055336,MICHIGAN,1991,Tornado,C,147,27-MAR-91 20:53:00,EST,27-MAR-91 20:53:00,0,0,0,0,25K,0,0.0,10.0,150,0,0,42.98,-82.73,1991,3
5389,199107,7,1710,199107,7,1710,10052459,MICHIGAN,1991,Thunderstorm Wind,C,21,07-JUL-91 17:10:00,CST,07-JUL-91 17:10:00,0,0,0,0,0,0,61.0,0.0,0,0,0,42.18,-86.3,1991,7
5390,199107,7,1715,199107,7,1715,10052460,MICHIGAN,1991,Thunderstorm Wind,C,67,07-JUL-91 17:15:00,CST,07-JUL-91 17:15:00,0,0,0,0,0,0,74.0,0.0,0,0,0,42.93,-85.08,1991,7
5391,199107,7,1715,199107,7,1715,10052461,MICHIGAN,1991,Thunderstorm Wind,C,117,07-JUL-91 17:15:00,CST,07-JUL-91 17:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.28,-85.18,1991,7
5392,199107,7,1720,199107,7,1720,10052462,MICHIGAN,1991,Thunderstorm Wind,C,25,07-JUL-91 17:20:00,CST,07-JUL-91 17:20:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.32,-85.18,1991,7
5393,199107,7,1730,199107,7,1730,10052463,MICHIGAN,1991,Tornado,C,5,07-JUL-91 17:30:00,EST,07-JUL-91 17:30:00,0,0,0,0,0K,0,0.0,0.2,10,0,0,42.45,-85.63,1991,7
5394,199107,7,1730,199107,7,1730,10052464,MICHIGAN,1991,Thunderstorm Wind,C,73,07-JUL-91 17:30:00,CST,07-JUL-91 17:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.6,-84.77,1991,7
5395,199107,7,1730,199107,7,1730,10052465,MICHIGAN,1991,Thunderstorm Wind,C,57,07-JUL-91 17:30:00,CST,07-JUL-91 17:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.28,-84.62,1991,7
5396,199107,7,1735,199107,7,1735,10052466,MICHIGAN,1991,Thunderstorm Wind,C,21,07-JUL-91 17:35:00,CST,07-JUL-91 17:35:00,0,0,0,0,0,0,0.0,0.0,0,0,0,41.83,-86.25,1991,7
5397,199107,7,1737,199107,7,1737,10052467,MICHIGAN,1991,Thunderstorm Wind,C,139,07-JUL-91 17:37:00,CST,07-JUL-91 17:37:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.87,-85.88,1991,7
5398,199107,7,1740,199107,7,1740,10052468,MICHIGAN,1991,Thunderstorm Wind,C,37,07-JUL-91 17:40:00,CST,07-JUL-91 17:40:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.78,-84.58,1991,7
5399,199107,7,1740,199107,7,1740,10052469,MICHIGAN,1991,Thunderstorm Wind,C,81,07-JUL-91 17:40:00,CST,07-JUL-91 17:40:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.97,-85.68,1991,7
5400,199107,7,1740,199107,7,1740,10052470,MICHIGAN,1991,Thunderstorm Wind,C,45,07-JUL-91 17:40:00,CST,07-JUL-91 17:40:00,0,0,0,0,0,0,62.0,0.0,0,0,0,42.57,-84.82,1991,7
5401,199107,7,1745,199107,7,1745,10052471,MICHIGAN,1991,Tornado,C,81,07-JUL-91 17:45:00,EST,07-JUL-91 17:45:00,0,0,0,0,2.5K,0,0.0,0.5,50,0,0,43.15,-85.43,1991,7
5486,199107,7,1750,199107,7,1750,10052472,MICHIGAN,1991,Thunderstorm Wind,C,25,07-JUL-91 17:50:00,CST,07-JUL-91 17:50:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.1,-84.98,1991,7
5487,199107,7,1750,199107,7,1750,10052473,MICHIGAN,1991,Thunderstorm Wind,C,37,07-JUL-91 17:50:00,CST,07-JUL-91 17:50:00,0,0,0,0,0,0,62.0,0.0,0,0,0,43.0,-84.57,1991,7
5488,199107,7,1753,199107,7,1753,10052474,MICHIGAN,1991,Thunderstorm Wind,C,27,07-JUL-91 17:53:00,CST,07-JUL-91 17:53:00,0,0,0,0,0,0,53.0,0.0,0,0,0,41.78,-85.87,1991,7
5489,199107,7,1755,199107,7,1755,10052475,MICHIGAN,1991,Thunderstorm Wind,C,45,07-JUL-91 17:55:00,CST,07-JUL-91 17:55:00,0,0,0,0,0,0,62.0,0.0,0,0,0,42.52,-84.65,1991,7
5490,199107,7,1755,199107,7,1755,10052476,MICHIGAN,1991,Thunderstorm Wind,C,155,07-JUL-91 17:55:00,CST,07-JUL-91 17:55:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.0,-84.17,1991,7
5491,199107,7,1800,199107,7,1800,10052477,MICHIGAN,1991,Thunderstorm Wind,C,155,07-JUL-91 18:00:00,CST,07-JUL-91 18:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.12,-83.97,1991,7
5492,199107,7,1800,199107,7,1800,10052478,MICHIGAN,1991,Thunderstorm Wind,C,25,07-JUL-91 18:00:00,CST,07-JUL-91 18:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.27,-84.95,1991,7
5493,199107,7,1800,199107,7,1800,10052479,MICHIGAN,1991,Thunderstorm Wind,C,27,07-JUL-91 18:00:00,CST,07-JUL-91 18:00:00,0,0,0,0,0,0,53.0,0.0,0,0,0,42.03,-85.82,1991,7
5494,199107,7,1805,199107,7,1805,10052480,MICHIGAN,1991,Tornado,C,65,07-JUL-91 18:05:00,EST,07-JUL-91 18:05:00,0,0,0,0,2.5K,0,0.0,0.2,10,0,0,42.7,-84.47,1991,7
5495,199107,7,1805,199107,7,1805,10052481,MICHIGAN,1991,Thunderstorm Wind,C,75,07-JUL-91 18:05:00,CST,07-JUL-91 18:05:00,0,0,0,0,0,0,62.0,0.0,0,0,0,42.2,-84.55,1991,7
5496,199107,7,1805,199107,7,1805,10052482,MICHIGAN,1991,Thunderstorm Wind,C,145,07-JUL-91 18:05:00,CST,07-JUL-91 18:05:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.18,-84.12,1991,7
5497,199107,7,1805,199107,7,1805,10052483,MICHIGAN,1991,Thunderstorm Wind,C,155,07-JUL-91 18:05:00,CST,07-JUL-91 18:05:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.92,-83.98,1991,7
5498,199107,7,1807,199107,7,1807,10052484,MICHIGAN,1991,Thunderstorm Wind,C,149,07-JUL-91 18:07:00,CST,07-JUL-91 18:07:00,0,0,0,0,0,0,0.0,0.0,0,0,0,41.93,-85.63,1991,7
5499,199107,7,1810,199107,7,1810,10052485,MICHIGAN,1991,Thunderstorm Wind,C,111,07-JUL-91 18:10:00,CST,07-JUL-91 18:10:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.62,-84.23,1991,7
5500,199107,7,1810,199107,7,1810,10052486,MICHIGAN,1991,Thunderstorm Wind,C,49,07-JUL-91 18:10:00,CST,07-JUL-91 18:10:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.95,-83.82,1991,7
5501,199107,7,1811,199107,7,1811,10052487,MICHIGAN,1991,Thunderstorm Wind,C,93,07-JUL-91 18:11:00,CST,07-JUL-91 18:11:00,0,0,0,0,0,0,61.0,0.0,0,0,0,42.67,-84.07,1991,7
5502,199107,7,1815,199107,7,1815,10052488,MICHIGAN,1991,Thunderstorm Wind,C,25,07-JUL-91 18:15:00,CST,07-JUL-91 18:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.27,-84.95,1991,7
5503,199107,7,1815,199107,7,1815,10052489,MICHIGAN,1991,Thunderstorm Wind,C,23,07-JUL-91 18:15:00,CST,07-JUL-91 18:15:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.07,-85.13,1991,7
5504,199107,7,1815,199107,7,1815,10052490,MICHIGAN,1991,Thunderstorm Wind,C,145,07-JUL-91 18:15:00,CST,07-JUL-91 18:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.52,-84.12,1991,7
5505,199107,7,1820,199107,7,1820,10052491,MICHIGAN,1991,Thunderstorm Wind,C,49,07-JUL-91 18:20:00,CST,07-JUL-91 18:20:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.92,-83.62,1991,7
5506,199107,7,1820,199107,7,1820,10052492,MICHIGAN,1991,Thunderstorm Wind,C,75,07-JUL-91 18:20:00,CST,07-JUL-91 18:20:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.25,-84.43,1991,7
5507,199107,7,1825,199107,7,1825,10052493,MICHIGAN,1991,Thunderstorm Wind,C,17,07-JUL-91 18:25:00,CST,07-JUL-91 18:25:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.6,-83.88,1991,7
5508,199107,7,1825,199107,7,1825,10052494,MICHIGAN,1991,Thunderstorm Wind,C,161,07-JUL-91 18:25:00,CST,07-JUL-91 18:25:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.32,-84.02,1991,7
5509,199107,7,1830,199107,7,1830,10052495,MICHIGAN,1991,Thunderstorm Wind,C,125,07-JUL-91 18:30:00,CST,07-JUL-91 18:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.73,-83.4,1991,7
5510,199107,7,1830,199107,7,1830,10052496,MICHIGAN,1991,Thunderstorm Wind,C,93,07-JUL-91 18:30:00,CST,07-JUL-91 18:30:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.53,-83.77,1991,7
5612,199105,31,1840,199105,31,1840,10052865,MICHIGAN,1991,Thunderstorm Wind,C,147,31-MAY-91 18:40:00,CST,31-MAY-91 18:40:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.72,-82.48,1991,5
5613,199106,14,1550,199106,14,1550,10052867,MICHIGAN,1991,Thunderstorm Wind,C,75,14-JUN-91 15:50:00,CST,14-JUN-91 15:50:00,1,0,0,0,0,0,52.0,0.0,0,0,0,42.25,-84.42,1991,6
5796,199103,27,1715,199103,27,1715,10054180,MICHIGAN,1991,Hail,C,139,27-MAR-91 17:15:00,CST,27-MAR-91 17:15:00,0,0,0,0,0,0,2.75,0.0,0,0,0,42.83,-86.22,1991,3
5797,199103,21,2248,199103,21,2248,10054163,MICHIGAN,1991,Hail,C,5,21-MAR-91 22:48:00,CST,21-MAR-91 22:48:00,0,0,0,0,0,0,1.5,0.0,0,0,0,42.47,-85.68,1991,3
